ConstituentID,DisplayName,ArtistBio,Nationality,Gender,BeginDate,EndDate
2470,Philippe Halsman,"American, born Latvia. 1906–1979",American,male,1906,1979
2471,Chimei Hamada,"Japanese, 1917–2018",Japanese,male,1917,2018
2472,Yozo Hamaguchi,"Japanese, 1909–2000",Japanese,male,1909,2000
2473,Katsunori Hamanishi,"Japanese, born 1949",Japanese,male,1949,0
2475,Hiroshi Hamaya,"Japanese, 1915–1999",Japanese,male,1915,1999
2476,Theora Hamblett,"American, 1895–1977",American,female,1895,1977
2477,Jörg Hamburger,"Swiss, born 1935",Swiss,male,1935,0
2478,Peter Hamburger,"American, born 1941",American,male,1941,0
2480,James Hamilton,"American, born 1928",American,male,1928,0
2481,Richard Hamilton,"British, 1922–2011",British,male,1922,2011
2482,Hans Hammarskiold,"Swedish, 1925–2012",Swedish,male,1925,2012
2483,Sid Hammer,"American, 1926–1969",American,male,1926,1969
2485,John Hays Hammond,"American, 1888–1965",American,male,1888,1965
2486,David Hammons,"American, born 1943",American,male,1943,0
2487,Harry Handler,American,American,male,0,0
2488,Abraham P. Hankins,"American, 1904–1963",American,male,1904,1963
2489,Wolfgang Hanns,German,German,male,0,0
2490,Aage Helbig Hansen,"Danish, born 1915",Danish,male,1915,0
2491,Robert Hansen,"American, 1924–2013",American,male,1924,2013
2492,Bill Hanson,"American, born 1928",American,male,1928,0
2493,David T. Hanson,"American, born 1948",American,male,1948,0
2494,Joseph Mellor Hanson,"British, 1900–1963",British,male,1900,1963
2495,Simon Hantaï,"French, born Hungary. 1922–2008",Hungarian,male,1922,2008
2496,Michio Hanyu,"Japanese, born 1933",Japanese,male,1933,0
2497,Charles Harbutt,"American, 1935–2015",American,male,1935,2015
2498,Marvin Harden,"American, born 1935",American,male,1935,0
2499,Elizabeth Harding,American,American,female,0,0
2500,John Harding,"American, born 1940",American,male,1940,0
2501,Robert Hardmeyer,"Swiss, 1876–1919",Swiss,male,1876,1919
2502,Dudley Hardy,"British, 1867–1922",British,male,1867,1922
2503,Chauncey Hare,"American, 1934–2019",American,male,1934,2019
2504,David Hare,"American, 1917–1992",American,male,1917,1992
2505,Keith Haring,"American, 1958–1990",American,male,1958,1990
2507,Richard Harlfinger,"Austrian, 1873–1948",Austrian,male,1873,1948
2508,Guy Harloff,"French, 1933–1991",French,male,1933,1991
2509,Irving Harper,"American, 1916–2015",American,male,1916,2015
2510,Richard Harrington,"Canadian, born Germany. 1911–2005",Canadian,male,1911,2005
2511,Alexander E. Harris,"American, born 1949",American,male,1949,0
2512,Kate Harris,British,British,female,0,0
2514,Margaret Harris,American,American,female,0,0
2515,Paul Harris,"American, born 1925",American,male,1925,0
2516,Anthony Harrison,British,British,male,0,0
2517,Alfred A. Hart,"American, 1816–1908",American,male,1816,1908
2518,Claudia Hart,"American, born 1955",American,female,1955,0
2519,"George Overbury (""Pop"") Hart","American, 1868–1933",American,male,1868,1933
2520,Grace Hartigan,"American, 1922–2008",American,female,1922,2008
2521,Marsden Hartley,"American, 1877–1943",American,male,1877,1943
2522,Cedric Hartman,"American, born 1929",American,male,1929,0
2523,Rosella Hartman,"American, 1894–1984",American,female,1894,1984
2524,Erich Hartmann,"American, 1922–1999",American,male,1922,1999
2525,Hans Hartung,"French, born Germany. 1904–1989",French,male,1904,1989
2526,Josef Hartwig,"German, 1880–1955",German,male,1880,1955
2527,J.D.H. Harvey,British,British,do not identify,0,0
2529,Kiyoshi Hasegawa,"Japanese, 1891–1980",Japanese,male,1891,1980
2530,Hasegawa Sabro,"Japanese, 1907–1957",Japanese,male,1907,1957
2531,Jan Hashey,"American, born 1938",American,female,1938,0
2532,Childe Hassam,"American, 1859–1935",American,male,1859,1935
2533,Rafael Hastings,"Peruvian, born 1945",Peruvian,male,1945,0
2534,Hasui,"Japanese, 1883–1957",Japanese,male,1883,1957
2535,Makio Hasuike,"Japanese, born 1938",Japanese,male,1938,0
2536,Peter Hatch,British,British,male,0,0
2537,Hatsuo Ikeuchi,Japanese,Japanese,male,0,0
2538,Shigeru Hatsuyama,"Japanese, 1897–1973",Japanese,male,1897,1973
2539,Pierre Haubensak,"Swiss, born 1935",Swiss,male,1935,0
2540,Declan Haun,"American, 1937–1994",American,male,1937,1994
2541,Suzanne Hausammann,"American, born 1937",American,female,1937,0
2542,Johann Hauser,"Czech, 1926–1996",Czech,male,1926,1996
2543,Carry (Carl Maria) Hauser,"Austrian, 1895–1985",Austrian,female,1895,1985
2544,Raoul Hausmann,"German, born Austria. 1886–1971",German,male,1886,1971
2545,Paul Haustein,"German, 1880–1944",German,male,1880,1944
2546,Ashley Havinden,"British, 1903–1973",British,male,1903,1973
2547,"Clementina, Lady Hawarden","British, 1822–1865",British,female,1822,1865
2548,Elizabeth King Hawley,"American, 1833–1926",American,female,1833,1926
2549,Markus Hawlik,"German, born 1951",German,male,1951,0
2550,E. Hawthorne,British,British,do not identify,0,0
2551,Kirsten Hawthorne,"American, born 1949",American,female,1949,0
2552,Alex Hay,"American, born 1930",American,male,1930,0
2553,Yoshio Hayakawa,"Japanese, born 1917",Japanese,male,1917,0
2554,Henri Hayden,"French, born Poland. 1883–1970",French,male,1883,1970
2555,David V. Hayes,"American, 1931–2013",American,male,1931,0
2556,Louis Hayet,"French, 1864–1940",French,male,1864,1940
2557,Frank Jay Haynes,"American, 1853–1921",American,male,1853,1921
2558,Stanley William Hayter,"British, 1901–1988",British,male,1901,1988
2559,Nicholas Ház,"American, born Hungary. 1883–1953",American,male,1883,1953
2560,Frank Hazenplug,"American, 1874–1931",American,male,1874,1931
2561,Howard Head,"American, 1914–1991",American,male,1914,1991
2562,Jack Heaney,American,American,male,0,0
2563,Dennis Hearne,"American, born 1947",American,male,1947,0
2564,Dave Heath,"American, 1931–2016",American,male,1931,2016
2565,Edith Heath,"American, 1911–2005",American,female,1911,2005
2566,Milton Elting Hebald,"American, born 1917",American,male,1917,0
2567,Caroline Hebbe-Hammarskiold,"Swedish, born 1930",Swedish,female,1930,0
2568,Joseph Hecht,"Polish, 1891–1951",Polish,male,1891,1951
2569,Erich Heckel,"German, 1883–1970",German,male,1883,1970
2570,Wally Hedrick,"American, 1928–2003",American,male,1928,2003
2571,Jon Hedu,"American, 1914–1995",American,male,1914,1995
2572,Willy Heeks,"American, born 1951",American,male,1951,0
2573,Henry Heerup,"Danish, 1905–1993",Danish,male,1905,1993
2574,Maria Hees,"Dutch, born 1948",Dutch,female,1948,0
2575,Bernhard Heiliger,"German, 1915–1995",German,male,1915,1995
2576,Michael Heindorff,German,German,male,0,0
2577,Thomas Theodor Heine,"German, 1867–1948",German,male,1867,1948
2578,Robert Heinecken,"American, 1931–2006",American,male,1931,2006
2580,Michael Heizer,"American, born 1944",American,male,1944,0
2581,John Hejduk,"American, 1929–2000",American,male,1929,2000
2582,Walter Helbig,"German, 1878–1968",German,male,1878,1968
2583,Al Held,"American, 1928–2005",American,male,1928,2005
2584,Riva Helfond,"American, 1910–2002",American,female,1910,2002
2586,Jean Hélion,"French, 1904–1987",French,male,1904,1987
2587,Nancy Hellebrand,"American, born 1944",American,female,1944,0
2590,Alexander Henderson,"Canadian, 1831–1913",Canadian,male,1831,1913
2591,Geoffrey Hendricks,"American, 1931–2018",American,male,1931,2018
2593,Fritz Henle,"American, born German. 1909–1993",American,male,1909,1993
2594,Jan Henle,"American, born 1948",American,male,1948,0
2595,Florence Henri,"Swiss, born United States. 1893–1982",Swiss,female,1893,1982
2596,Frederick H. K. Henrion,"British, 1914–1990",British,male,1914,1990
2597,Bill Henry,American,American,male,0,0
2598,"Henry Disston & Sons, Inc.","American, established 1840",American,do not identify,1840,0
2599,William E. Hentschel,"American, 1892–1962",American,male,1892,1962
2600,Barbara Hepworth,"British, 1903–1975",British,female,1903,1975
2601,Henri (Paul Herrmann) Héran,"German, 1864–1940",German,male,1864,1940
2602,Auguste Herbin,"French, 1882–1960",French,male,1882,1960
2603,Arsène Herbinier,French,French,do not identify,0,0
2607,Albin J. Herek,American,American,male,0,0
2608,Hanns Herkendell,German,German,male,0,0
2609,Erik Herløw,"Danish, 1913–1991",Danish,male,1913,1991
2612,Anthony Hernandez,"American, born 1947",American,male,1947,0
2613,Joan Hernández Pijuan,"Spanish, 1931–2005",Spanish,male,1931,2005
2614,Helena Hernmarck,"Swedish, born 1941",Swedish,female,1941,0
2615,Georg Herold,"German, born 1947",German,male,1947,0
2616,Jacques Hérold,"Romanian, 1910–1991",Romanian,male,1910,1991
2617,Patrick Heron,British,British,male,0,0
2618,Luis Herrera Guevara,"Chilean, 1891–1945",Chilean,male,1891,1945
2620,Marcia Herscovitz,"American, born 1945",American,female,1945,0
2621,Albert Herter,"American, 1871–1950",American,male,1871,1950
2623,Eva Hesse,"American, born Germany. 1936–1970",American,female,1936,1970
2624,Robert Joseph Hettel,American,American,male,0,0
2625,Raymonde Heudebert,"French, 1905–1991",French,male,1905,1991
2626,Wout van Heusden,Dutch,Dutch,male,0,0
2627,Anton Heyboer,"Dutch, born 1924",Dutch,male,1924,0
2628,Ken Heyman,"American, born 1930",American,male,1930,0
2629,Antonin Heythum,American 1901–1954,American,male,1901,1954
2630,Hibner,Polish,Polish,do not identify,0,0
2631,Sheila Hicks,"American, born 1934",American,female,1934,0
2632,Nankoku Hidai,"Japanese, 1912–1999",Japanese,male,1912,1999
2633,Hideshima Yukio,Japanese,Japanese,male,0,0
2634,Kenneth Hiebert,"American, born 1930",American,male,1930,0
2635,Higa Yoshiharu,"Japanese, born 1938",Japanese,male,1938,0
2636,Chester Higgins Jr.,"American, born 1946",American,male,1946,0
2637,Dick Higgins,"American, born England. 1938–1998",American,male,1938,1998
2638,Edward Higgins,"American, born 1930",American,male,1930,0
2641,Ernest C. Higgins,"American, born 1915",American,male,1915,0
2642,Jene Highstein,"American, 1942–2013",American,male,1942,2013
2643,Susumu Higuchi,Japanese,Japanese,male,0,0
2644,Rowland Hilder,"British, born 1905",British,male,1905,0
2645,Hilaire Hiler,"American, 1898–1966",American,male,1898,1966
2646,Charles Christopher Hill,"American, born 1948",American,male,1948,0
2647,Clinton Hill,"American, born 1922",American,male,1922,0
2648,David Octavius Hill,"British, 1802–1870",British,male,1802,1870
2649,Vernon Hill,"British, 1886–1971",British,male,1886,1971
2650,Hille,Nationality unknown,Nationality unknown,do not identify,0,0
2651,John Hillers,"American, 1843–1925",American,male,1843,1925
2652,Tristram Hillier,"British, 1905–1983",British,male,1905,1983
2653,Hans Hillmann,"German, born Silesia (now Poland) 1925",German,male,1925,0
2654,Fannie Hillsmith,"American, 1911–2007",American,female,1911,2007
2655,Hans Himbert,"Swedish, born 1951",Swedish,male,1951,0
2656,Harvey Himelfarb,"American, born 1941",American,male,1941,0
2657,Lewis Wickes Hine,"American, 1874–1940",American,male,1874,1940
2658,Charles Hinman,"American, born 1932",American,male,1932,0
2659,Kit Hinrichs,"American, born 1941",American,male,1941,0
2660,K. Hinterberger,German,German,do not identify,0,0
2661,Hans Hinterreiter,"Swiss, 1902–1989",Swiss,male,1902,1989
2662,Randal Richard Hinz,"American, born 1944",American,male,1944,0
2663,Philippe Hiquily,"French, 1925–2013",French,male,1925,2013
2664,Key Hiraga,"Japanese, 1936–2000",Japanese,male,1936,2000
2665,Un'ichi Hiratsuka,"Japanese, 1895–1997",Japanese,male,1895,1997
2667,Joseph Hirsch,"American, 1910–1981",American,male,1910,1981
2668,Stefan Hirsch,"American, 1899–1964",American,male,1899,1964
2669,Ludwig Hirschfeld-Mack,"German, 1893–1965",German,male,1893,1965
2670,Milton Hirschl,"American, 1917–1999",American,male,1917,1999
2671,Morris Hirshfield,"American, born Poland. 1872–1946",American,male,1872,1946
2672,Terry Hirst,"American, born 1950",American,male,1950,0
2673,Franz Hitzler,"German, born 1946",German,male,1946,0
2674,Erik Hjorth,"Danish, 1906–1982",Danish,male,1906,1982
2675,Hannah Höch,"German, 1889–1978",German,female,1889,1978
2676,Rick McKee Hock,"American, 1949–2015",American,male,1949,2015
2677,Antonius Höckelman,"German, 1937–2000",German,male,1937,2000
2678,David Hockney,"British, born 1937",British,male,1937,0
2679,Howard Hodgkin,"British, 1932–2017",British,male,1932,2017
2681,Ferdinand Hodler,"Swiss, 1853–1918",Swiss,male,1853,1918
2682,Gerhard Hoehme,German,German,male,0,0
2683,Fred J. Hoertz,Nationality unknown,Nationality unknown,male,0,0
2684,Beth Van Hoesen,"American, 1926–2010",American,female,1926,2010
2685,Paul van Hoeydonck,"Belgian, born 1925",Belgian,male,1925,0
2686,Karl Hofer,"German, 1878–1955",German,male,1878,1955
2687,Charles Hoff,"American, 1905–1970",American,male,1905,1970
2688,Arlene Hoffman,"American, born 1937",American,female,1937,0
2689,Bernard Hoffman,"American, 1913–1979",American,male,1913,1979
2690,Lee Hoffman,"American, born 1942",American,male,1942,0
2691,Lilly E. Hoffman,American,American,female,0,0
2692,Phillip W. Hoffman,"American, born 1936",American,male,1936,0
2693,Wolf Hoffman,German,German,male,0,0
2694,Josef Hoffmann,"Austrian, 1870–1956",Austrian,male,1870,1956
2695,Alfred Hofkunst,"Swiss, born Austria. 1942–2004",Swiss,male,1942,2004
2696,Rudolf Hoflehner,"Austrian, 1916–1995",Austrian,male,1916,1995
2697,Armin Hofmann,"Swiss, born 1920",Swiss,male,1920,0
2698,Hans Hofmann,"American, born Germany. 1880–1966",American,male,1880,1966
2699,Christopher Martin Hofstetter,"Swiss, born 1944",Swiss,male,1944,0
2700,Ludwig Hohlwein,"German, 1874–1949",German,male,1874,1949
2702,Steven Holl,"American, born 1947",American,male,1947,0
2703,Tom Holland,"American, born 1936",American,male,1936,0
2705,Hans Hollein,"Austrian, 1934–2014",Austrian,male,1934,2014
2706,Roger Hollenbeck,American,American,male,0,0
2707,Gordon Holler,"American, born 1935",American,male,1935,0
2708,Torben Holmback,"Danish, born 1933",Danish,do not identify,1933,0
2709,Frank Graham Holmes,"American, 1878–1954",American,male,1878,1954
2710,William Henry Holmes,American,American,male,0,0
2711,Robert Holmgren,"American, born 1946",American,male,1946,0
2712,Pieter Holstein,"Dutch, born 1934",Dutch,male,1934,0
2713,Carl Holty,"American, 1900–1973",American,male,1900,1973
2714,Jenny Holzer,"American, born 1950",American,female,1950,0
2715,Friedl Holzer-Kjellberg,"Finnish, born Austria. 1905–1993",Finnish,male,1905,1993
2716,David Holzman,"American, 1943–2017",American,male,1943,2017
2717,Lorenzo Homar,"American, 1913–2004",American,male,1913,2004
2719,Gottfried Honegger,"Swiss, 1917–2016",Swiss,male,1917,2016
2720,Göran Hongell,"Finnish, 1902–1973",Finnish,male,1902,1973
2721,Ethelyn Honig,"American, born 1933",American,female,1933,0
2722,Dorothy Hood,"American, 1918–2000",American,female,1918,2000
2723,John Hoover,"American, born 1919",American,male,1919,0
2724,Saara Hopea,"Finnish, 1925–1984",Finnish,female,1925,1984
2725,Charles Hopkinson,"American, 1869–1962",American,male,1869,1962
2726,Edward Hopper,"American, 1882–1967",American,male,1882,1967
2728,Barbara Horosko,"American, born 1950",American,female,1950,0
2729,Bruce Horowitz,"American, born 1949",American,male,1949,0
2730,Nathan George Horwitt,"American, 1898–1990",American,male,1898,1990
2733,Koyo Hosoi,Japanese,Japanese,male,0,0
2734,Hosoda Masayoshi,Japanese,Japanese,male,0,0
2735,Eikoh Hosoe,"Japanese, born 1933",Japanese,male,1933,0
2736,Takeichi Hotta,Japanese,Japanese,male,0,0
2737,Gordon House,British,British,male,0,0
2738,Keith Hovis,American,American,male,0,0
2739,Coy Howard,"American, born 1943",American,male,1943,0
2740,Eloise Howard,"American, 1889–1985",American,female,1889,1985
2741,Peter Howson,"British, born 1958",British,male,1958,0
2742,John Hoyland,"British, 1934–2011",British,male,1934,2011
2743,Alfred Hrdlicka,"Austrian, born 1928",Austrian,male,1928,0
2744,Hermann Huber,"Swiss, 1888–1967",Swiss,male,1888,1967
2745,Max Huber,"Italian, born Switzerland. 1919–1992",Italian,male,1919,1992
2746,Patriz Hüber,"German, 1878–1902",German,male,1878,1902
2747,Robert Hudson,"American, born 1938",American,male,1938,0
2748,Richard Hudson,American,American,male,0,0
2749,Douglas Huebler,"American, 1924–1997",American,male,1924,1997
2751,Patrick Hughes,British,British,male,0,0
2752,Ralph Hughes,"American, born 1923",American,male,1923,0
2753,Toni Hughes,"American, 1907–?",American,female,1907,0
2755,Georges Hugnet,"French, 1906–1974",French,male,1906,1974
2756,Ian (Hugh Guiler) Hugo,"American, 1898–1985",American,male,1898,1985
2757,Jean Hugo,"French, 1894–1984",French,male,1894,1984
2758,Valentine Hugo,"French, 1890–1968",French,female,1890,1968
2759,Sipke Huismans,Dutch,Dutch,male,0,0
2761,John Hultberg,"American, 1922–2005",American,male,1922,2005
2763,Sandy Hume,"American, born 1946",American,male,1946,0
2765,Ralph Humphrey,"American, 1932–1990",American,male,1932,1990
2766,Hundertwasser (Friedrich Stowasser),"Austrian, 1928–2000",Austrian,male,1928,2000
2767,Bryan Hunt,"American, born 1947",American,male,1947,0
2768,"Edward C. (""Pa"") Hunt","American, 1870–1934",American,male,1870,1934
2769,Richard Hunt,"American, born 1935",American,male,1935,0
2770,John Hunter,"American, born 1934",American,male,1934,0
2771,Max Hunziker,Nationality unknown,Nationality unknown,male,0,0
2772,Robert Huot,"American, born 1935",American,male,1935,0
2773,Dudley Huppler,"American, 1917–1988",American,male,1917,1988
2774,Frank Hurley,"Australian, 1885–1962",Australian,male,1885,1962
2775,Michael Hurson,"American, 1941–2007",American,male,1941,2007
2776,Luchita Hurtado,"American, born Venezuela. 1920–2020",American,female,1920,2020
2777,Gene Hurwitt,"American, 1906–1988",American,male,1906,1988
2778,Sidney Jack Hurwitz,American,American,male,0,0
2779,Dalla Husband,"Canadian, 1899–1945",Canadian,female,1899,1945
2780,Terry Husebye,"American, born 1945",American,male,1945,0
2781,Vilmos Huszár,"Dutch, born Hungary. 1884–1960",Dutch,male,1884,1960
2782,Peter Hutchinson,"British, born 1930",British,male,1930,0
2784,Paul Huxley,British born 1938,British,male,1938,0
2785,Garth Huxtable,"American, 1911–1989",American,male,1911,1989
2786,Kyu-Baik Hwang,"Korean, born 1932",Korean,male,1932,0
2787,Lisa Hyatt,"American, born 1949",American,female,1949,0
2788,Philip Hyde,"American, born 1921",American,male,1921,0
2789,Scott Hyde,"American, born 1926",American,male,1926,0
2791,Henri-Gabriel Ibels,"French, 1867–1936",French,male,1867,1936
2792,Arinori Ichihara,Japanese,Japanese,male,0,0
2793,Tetsuya Ichimura,"Japanese, born 1930",Japanese,male,1930,0
2794,Paul Ickovic,"American, born 1944",American,male,1944,0
2795,Shoichi Ida,"Japanese, 1941–2006",Japanese,male,1941,2006
2796,Ide Sakiko,"Japanese, born 1927",Japanese,male,1927,0
2797,Takenobu Igarashi,"Japanese, born 1944",Japanese,male,1944,0
2798,Yoshiaki Iida,"Japanese, born 1947",Japanese,male,1947,0
2799,Kyo Ikebe,Japanese,Japanese,male,0,0
2800,Ikeda Fumio (pen Name: Suijo),"Japanese, born 1912",Japanese,male,1912,0
2801,Masuo Ikeda,"Japanese, 1934–1997",Japanese,male,1934,1997
2803,Ikko (Ikko Narahara),"Japanese, 1931–2020",Japanese,male,1931,2020
2804,Hisae Imai,"Japanese, 1931–2009",Japanese,female,1931,2009
2805,Toshimitsu Imai,"Japanese, 1928–2002",Japanese,male,1928,2002
2806,Birney Imes III,"American, born 1951",American,male,1951,0
2807,Jörg Immendorff,"German, 1945–2007",German,male,1945,2007
2809,Akira Inada,"Japanese, born 1949",Japanese,male,1949,0
2810,Inagaki Tomoo,"Japanese, 1902–1980",Japanese,male,1902,1980
2811,Gérald Incandela,"American, born Tunisia 1952",American,male,1952,0
2812,Robert Indiana,"American, 1928–2018",American,male,1928,2018
2813,Anthony Ingolia,"American, born 1921",American,male,1921,0
2814,Robert Ingram,"American, 1901–1990",American,male,1901,1990
2815,Mark Innerst,"American, born 1957",American,male,1957,0
2816,Genichiro Inokuma,"Japanese, 1902–1993",Japanese,male,1902,1993
2817,Will Insley,"American, 1929–2011",American,male,1929,2011
2820,Eugène Ionesco,"French, 1909–1994",French,male,1909,1994
2821,Jean Ipoustéguy,"French, 1920–2006",French,male,1920,2006
2822,Angelo Ippolito,"American, 1922–2001",American,male,1922,2001
2823,David Ireland,"American, born 1930",American,male,1930,0
2824,Richard W. Ireland,"American, born 1925",American,male,1925,0
2825,Carlos Irizarry,"American, born Puerto Rico, 1938 – 2017",American,male,1938,2017
2826,Marcos Irizarry,"American, born Puerto Rico. 1936–1995",American,male,1936,1995
2828,Robert Irwin,"American, born 1928",American,male,1928,0
2829,Rolf Iseli,"Swiss, born 1934",Swiss,male,1934,0
2830,Hortense B. Isenberg,American,American,female,0,0
2832,Sheila Isham,"American, born 1927",American,female,1927,0
2833,Shuji Ishii,Japanese,Japanese,male,0,0
2834,Yasuhiro Ishimoto,"Japanese, born United States. 1921–2012",Japanese,male,1921,2012
2835,Eiko Ishioka,"Japanese, 1938–2012",Japanese,female,1938,2012
2836,Yukihisa Isobe,"Japanese, born 1936",Japanese,male,1936,0
2837,Arata Isozaki,"Japanese, born 1931",Japanese,male,1931,0
2838,Marvin Israel,"American, 1924–1984",American,male,1924,1984
2839,Robert Israel,"American, born 1939",American,male,1939,0
2840,Jozef Israels,"Dutch, 1824–1911",Dutch,male,1824,1911
2841,Junichi Itahashi,"Japanese, born 1942",Japanese,male,1942,0
2842,Kenji Itoh,"Japanese, born 1915",Japanese,male,1915,0
2843,Johannes Itten,"Swiss, 1888–1967",Swiss,male,1888,1967
2844,Graciela Iturbide,"Mexican, born 1942",Mexican,female,1942,0
2845,Olja Ivanjicki,"Serbian, 1931 – 2009",Serbian,female,1931,2009
2846,Earl Iversen,"American, born 1943",American,male,1943,0
2847,Norman Ives,"American, 1923–1978",American,male,1923,1978
2848,Koji Iwagami,"Japanese, born 1951",Japanese,male,1951,0
2849,Reika Iwami,"Japanese, born 1927",Japanese,female,1927,0
2850,Takeji Iwamiya,"Japanese, 1920–1989",Japanese,male,1920,1989
2851,Yoshiyuki Iwase,"Japanese, 1904–2001",Japanese,male,1904,2001
2852,Iyola,"Canadian Inuit, 1933–2000",Canadian Inuit,male,1933,2000
2853,Izis,"French, 1911–1980",French,male,1911,1980
2854,Shigeru Izumi,"Japanese, 1922–1995",Japanese,male,1922,1995
2855,Christian Jaccard,"French, born 1939",French,male,1939,0
2856,Joseph Jachna,"American, 1935–2016",American,male,1935,2016
2857,Bill Jacklin,"British, born 1943",British,male,1943,0
2858,Robert Jacks,"Australian, born 1943",Australian,male,1943,0
2859,Gerald Jackson,"American, born 1936",American,male,1936,0
2860,Jean Jackson,American,American,female,1877,1968
2861,Martin Jackson,"American, 1919–1986",American,male,1919,1986
2862,Oliver Jackson,"American, born 1935",American,male,1935,0
2863,William Henry Jackson,"American, 1843–1942",American,male,1843,1942
2864,David Jacob,"American, born 1928",American,male,1928,0
2865,Max Jacob,"French, 1876–1944",French,male,1876,1944
2866,Walter Jacob,"German, 1893–1964",German,male,1893,1964
2867,Aldo Jacober,"Italian, born 1939",Italian,male,1939,0
2868,Lotte Jacobi,"American, born Germany. 1896–1990",American,female,1896,1990
2869,Arne Jacobsen,"Danish, 1902–1971",Danish,male,1902,1971
2871,Alexandra Nikolaevna Jacobson,Russian,Russian,female,0,0
2872,James J. Jacobson,American,American,male,0,0
2873,J. Jacquelin,French,French,do not identify,0,0
2874,Alain Jacquet,"French, 1939–2008",French,male,1939,2008
2875,Yvonne Jacquette,"American, born 1934",American,female,1934,0
2876,Willy Jaeckel,"German, 1888–1944",German,male,1888,1944
2877,Bernhard Jaeger,German,German,male,0,0
2878,N. Jay Jaffee,"American, 1921–1999",American,male,1921,1999
2879,Shirley Jaffe,"American, 1923–2016",American,female,1923,2016
2880,Christopher P. James,"American, born 1947",American,male,1947,0
2881,Marcel Janco,"Israeli, 1895–1984",Israeli,male,1895,1984
2882,Sidney Janis,"American, 1896–1989",American,male,1896,1989
2883,Tony Jannetti,"American, born 1947",American,male,1947,0
2884,Alain Jans,French,French,male,0,0
2885,Angela Jansen,"American, born 1929",American,female,1929,0
2886,Franz Maria Jansen,"German, 1885–1958",German,male,1885,1958
2887,Horst Janssen,"German, 1929–1995",German,male,1929,1995
2888,Richard Janthur,"German, 1883–1956",German,male,1883,1956
2889,Rudolph Janu,"American, born 1934",American,male,1934,0
2890,Théophile Jaquen,French,French,male,0,0
2891,Richards Jarden,"American, born 1947",American,male,1947,0
2892,Evandro Carlos Jardim,Brazilian,Brazilian,male,0,0
2893,Alfred Jarry,"French, 1873–1907",French,male,1873,1907
2895,Valerie Jaudon,"American, born 1945",American,female,1945,0
2896,Alexei Jawlensky,"Russian, 1864–1941",Russian,male,1864,1941
2898,Marcel Jean,"French, 1900–1993",French,male,1900,1993
2899,Pierre Jeanneret,"Swiss, 1896–1967",Swiss,male,1896,1967
2900,Jeff (Jeff Russell),"American, born 1942",American,male,1942,0
2901,Werner Jeker,"Swiss, born 1944",Swiss,male,1944,0
2902,Paul Jenkins,"American, 1923–2012",American,male,1923,2012
2903,Thomas Jenkins,"American, 1953–2008",American,male,1953,2008
2904,Neil Jenney,"American, born 1945",American,male,1945,0
2905,Payne Jennings,"British, 1843–1926",British,male,1843,1926
2906,Alfred Jensen,"American, born Guatemala of Danish parents. 1903–1981",American,male,1903,1981
2907,Bill Jensen,"American, born 1945",American,male,1945,0
2909,Jacob Jensen,"Danish, 1926–2015",Danish,male,1926,2015
2911,Floris Jespers,"Belgian, 1889–1965",Belgian,male,1889,1965
2912,Oscar Jespers,"Belgian, 1887–1970",Belgian,male,1887,1970
2913,Jess,"American, 1923–2004",American,male,1923,2004
2914,Luis Jimenez,"American, 1940–2006",American,male,1940,2006
2915,Max Jiménez,"Costa Rican, 1908–1949",Costa Rican,male,1908,1949
2916,Edith Jimenez,"Paraguayan, 1918–2004",Paraguayan,female,1918,2004
2918,Carl H. Johansen III,American,American,do not identify,0,0
2919,Patricia Johanson,"American, born 1940",American,female,1940,0
2920,Augustus John,"British, 1878–1961",British,male,1878,1961
2921,Gwen John,"British, 1876–1939",British,female,1876,1939
2922,Jiří John,"Czech, 1923–1972",Czech,male,1923,1972
2923,Jasper Johns,"American, born 1930",American,male,1930,0
2924,Clifton Johnson,"American, 1865–1940",American,male,1865,1940
2925,Daniel LaRue Johnson,"American, 1938–2017",American,male,1938,2017
2926,Lester F. Johnson,"American, 1919–2010",American,male,1919,2010
2927,Philip Johnson,"American, 1906–2005",American,male,1906,2005
2928,Ray Johnson,"American, 1927–1995",American,male,1927,1995
2929,Ynez Johnston,"American, 1920 – 2019",American,female,1920,2019
2930,Joan Jonas,"American, born 1936",American,female,1936,0
2931,Allen Jones,"British, born 1937",British,male,1937,0
2932,E. Powis Jones,"American, born 1919",American,male,1919,0
2933,Harold Jones,"American, born 1940",American,male,1940,0
2934,Joe Jones,"American, 1934–1993",American,male,1934,1993
2935,John Paul Jones,"American, 1924–1999",American,male,1924,1999
2936,Pirkle Jones,"American, 1914–2009",American,male,1914,2009
2937,Robert Edmond Jones,"American, 1887–1954",American,male,1887,1954
2938,Charles Jongejans,Dutch,Dutch,male,0,0
2939,Raymond Jonson,"American, 1891–1982",American,male,1891,1982
2940,Sven Jonson,"Swedish, 1902–1981",Swedish,male,1902,1981
2941,Paul Joostens,"Belgian, 1889–1960",Belgian,male,1889,1960
2942,Raymond Jordan,"American, born 1895",American,male,1895,0
2943,Asger Jorn,"Danish, 1914–1973",Danish,male,1914,1973
2944,Ken Josephson,"American, born 1932",American,male,1932,0
2945,Henri-Gustave Jossot,"French, 1866–1951",French,male,1866,1951
2946,Bernard Joubert,"French, born 1946",French,male,1946,0
2947,Carl Jakob Jucker,"Swiss, 1902–1997",Swiss,male,1902,1997
2948,Donald Judd,"American, 1928–1994",American,male,1928,1994
